source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0071875,adrenergic receptor signaling pathway,1.0,False,"""A G protein-coupled receptor signaling pathway initiated by a ligand binding to an adrenergic receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process."" [GOC:BHF]",25,229,1,24936,0.004366812227074236,0.04,query_1,['GO:0007186']
GO:BP,GO:0071872,cellular response to epinephrine stimulus,1.0,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epinephrine stimulus. Epinephrine is a catecholamine that has the formula C9H13NO3; it is secreted by the adrenal medulla to act as a hormone, and released by certain neurons to act as a neurotransmitter active in the central nervous system."" [GOC:BHF, GOC:mah]",9,229,2,24936,0.008733624454148471,0.2222222222222222,query_1,"['GO:0070887', 'GO:0071871']"
GO:BP,GO:0072170,metanephric tubule development,1.0,False,"""The progression of a metanephric tubule over time, from its initial formation to the mature structure. A metanephric tubule is an epithelial tube that is part of the metanephros."" [GOC:mtg_kidney_jan10]",24,229,1,24936,0.004366812227074236,0.041666666666666664,query_1,"['GO:0035295', 'GO:0072207']"
GO:BP,GO:0072164,mesonephric tubule development,1.0,False,"""The progression of a mesonephric tubule over time, from its initial formation to the mature structure. A mesonephric tubule is an epithelial tube that is part of the mesonephros."" [GOC:mtg_kidney_jan10]",103,229,1,24936,0.004366812227074236,0.009708737864077669,query_1,"['GO:0035295', 'GO:0072163']"
GO:BP,GO:0072163,mesonephric epithelium development,1.0,False,"""The process whose specific outcome is the progression of an epithelium in the mesonephros over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]",103,229,1,24936,0.004366812227074236,0.009708737864077669,query_1,"['GO:0001823', 'GO:0072073']"
GO:BP,GO:0072156,distal tubule morphogenesis,1.0,False,"""The process in which the anatomical structures of a distal tubule are generated and organized. The distal tubule is a nephron tubule that begins at the macula densa and extends to the connecting tubule."" [GOC:mtg_kidney_jan10]",3,229,1,24936,0.004366812227074236,0.3333333333333333,query_1,"['GO:0072017', 'GO:0072078']"
GO:BP,GO:0072126,positive regulation of glomerular mesangial cell proliferation,1.0,False,"""Any process that increases the frequency, rate or extent of glomerular mesangial cell proliferation."" [GOC:mtg_kidney_jan10]",7,229,1,24936,0.004366812227074236,0.14285714285714285,query_1,"['GO:0072110', 'GO:0072124', 'GO:1901724']"
GO:BP,GO:0072124,regulation of glomerular mesangial cell proliferation,1.0,False,"""Any process that modulates the frequency, rate or extent of glomerular mesangial cell proliferation."" [GOC:mtg_kidney_jan10]",9,229,1,24936,0.004366812227074236,0.1111111111111111,query_1,"['GO:0042127', 'GO:0072110']"
GO:BP,GO:0072111,cell proliferation involved in kidney development,1.0,False,"""The multiplication or reproduction of cells, resulting in the expansion of the population in the kidney."" [GOC:mtg_kidney_jan10]",18,229,1,24936,0.004366812227074236,0.05555555555555555,query_1,"['GO:0001822', 'GO:0008283']"
GO:BP,GO:0072110,glomerular mesangial cell proliferation,1.0,False,"""The multiplication or reproduction of glomerular mesangial cells, resulting in the expansion of the population."" [GOC:mtg_kidney_jan10]",10,229,1,24936,0.004366812227074236,0.1,query_1,"['GO:0072109', 'GO:0072111']"
GO:BP,GO:0072109,glomerular mesangium development,1.0,False,"""The process whose specific outcome is the progression of the glomerular mesangium over time, from its formation to the mature structure. The glomerular mesangium is the thin membrane connective tissue composed of mesangial cells, which helps to support the capillary loops in a renal glomerulus."" [GOC:mtg_kidney_jan10]",15,229,1,24936,0.004366812227074236,0.06666666666666667,query_1,"['GO:0061448', 'GO:0072012']"
GO:BP,GO:0072091,regulation of stem cell proliferation,1.0,False,"""Any process that modulates the frequency, rate or extent of stem cell proliferation. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."" [GOC:mtg_kidney_jan10]",96,229,1,24936,0.004366812227074236,0.010416666666666666,query_1,"['GO:0042127', 'GO:0072089']"
GO:BP,GO:0072089,stem cell proliferation,1.0,False,"""The multiplication or reproduction of stem cells, resulting in the expansion of a stem cell population. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."" [GOC:mtg_kidney_jan10]",136,229,2,24936,0.008733624454148471,0.014705882352941176,query_1,['GO:0008283']
GO:BP,GO:0072088,nephron epithelium morphogenesis,1.0,False,"""The process in which the anatomical structures of the nephron epithelium are generated and organized. The nephron epithelium is a tissue that covers the surface of a nephron."" [GOC:mtg_kidney_jan10]",80,229,1,24936,0.004366812227074236,0.0125,query_1,"['GO:0002009', 'GO:0072009', 'GO:0072028']"
GO:BP,GO:0072080,nephron tubule development,1.0,False,"""The progression of a nephron tubule over time, from its initial formation to the mature structure. A nephron tubule is an epithelial tube that is part of the nephron, the functional part of the kidney."" [GOC:mtg_kidney_jan10]",99,229,1,24936,0.004366812227074236,0.010101010101010102,query_1,"['GO:0061326', 'GO:0072009']"
GO:BP,GO:0072078,nephron tubule morphogenesis,1.0,False,"""The process in which the anatomical structures of a nephron tubule are generated and organized. A nephron tubule is an epithelial tube that is part of the nephron, the functional part of the kidney."" [GOC:mtg_kidney_jan10]",78,229,1,24936,0.004366812227074236,0.01282051282051282,query_1,"['GO:0061333', 'GO:0072080', 'GO:0072088']"
GO:BP,GO:0072073,kidney epithelium development,1.0,False,"""The process whose specific outcome is the progression of an epithelium in the kidney over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]",154,229,1,24936,0.004366812227074236,0.006493506493506494,query_1,"['GO:0001822', 'GO:0060429']"
GO:BP,GO:0072070,loop of Henle development,1.0,False,"""The process whose specific outcome is the progression of the loop of Henle over time, from its formation to the mature structure. The loop of Henle is a nephron tubule that connects the proximal convoluted tubule to the distal convoluted tubule."" [GOC:mtg_kidney_jan10]",12,229,1,24936,0.004366812227074236,0.08333333333333333,query_1,['GO:0072080']
GO:BP,GO:0072237,metanephric proximal tubule development,1.0,False,"""The process whose specific outcome is the progression of the metanephric proximal tubule over time, from its formation to the mature structure. The metanephric proximal tubule is a metanephric nephron tubule that connects Bowman's capsule to the descending thin limb of the loop of Henle in the metanephros. It has a brush border epithelial morphology."" [GOC:mtg_kidney_jan10]",5,229,1,24936,0.004366812227074236,0.2,query_1,"['GO:0072014', 'GO:0072234']"
GO:BP,GO:0072236,metanephric loop of Henle development,1.0,False,"""The process whose specific outcome is the progression of the metanephric loop of Henle over time, from its formation to the mature structure. The metanephric loop of Henle is a metanephric nephron tubule that connects the proximal convoluted tubule to the distal convoluted tubule in the metanephros."" [GOC:mtg_kidney_jan10]",6,229,1,24936,0.004366812227074236,0.16666666666666666,query_1,"['GO:0072070', 'GO:0072234']"
GO:BP,GO:0072235,metanephric distal tubule development,1.0,False,"""The process whose specific outcome is the progression of the metanephric distal tubule over time, from its formation to the mature structure. The metanephric distal tubule is a metanephric nephron tubule that begins at the metanephric macula densa and extends to the metanephric connecting tubule."" [GOC:mtg_kidney_jan10]",6,229,1,24936,0.004366812227074236,0.16666666666666666,query_1,"['GO:0072017', 'GO:0072234']"
GO:BP,GO:0072234,metanephric nephron tubule development,1.0,False,"""The progression of a metanephric nephron tubule over time, from its initial formation to the mature structure. A metanephric nephron tubule is an epithelial tube that is part of the metanephric nephron, the functional part of the metanephros."" [GOC:mtg_kidney_jan10]",21,229,1,24936,0.004366812227074236,0.047619047619047616,query_1,"['GO:0072080', 'GO:0072170', 'GO:0072243']"
GO:BP,GO:0072224,metanephric glomerulus development,1.0,False,"""The progression of the metanephric glomerulus over time from its initial formation until its mature state. The metanephric glomerulus is a capillary tuft which forms a close network with the visceral epithelium (podocytes) and the mesangium to form the filtration barrier and is surrounded by Bowman's capsule in nephrons of the mature vertebrate kidney, or metanephros."" [GOC:mah]",14,229,1,24936,0.004366812227074236,0.07142857142857142,query_1,"['GO:0032835', 'GO:0072210']"
GO:BP,GO:0072223,metanephric glomerular mesangium development,1.0,False,"""The process whose specific outcome is the progression of the metanephric glomerular mesangium over time, from its formation to the mature structure. The metanephric glomerular mesangium is the thin membrane connective tissue composed of mesangial cells in the metanephros, which helps to support the capillary loops in a renal glomerulus."" [GOC:mtg_kidney_jan10]",3,229,1,24936,0.004366812227074236,0.3333333333333333,query_1,"['GO:0072109', 'GO:0072239']"
GO:BP,GO:0072218,metanephric ascending thin limb development,1.0,False,"""The process whose specific outcome is the progression of a metanephric ascending thin limb over time, from its formation to the mature structure. The metanephric ascending thin limb is a segment of a nephron tubule in the metanephros lying in the inner medulla that is permeable to ions but not to water and has a simple epithelium; active transepithelial solute transport is absent."" [GOC:mtg_kidney_jan10]",4,229,1,24936,0.004366812227074236,0.25,query_1,"['GO:0072021', 'GO:0072234', 'GO:0072236']"
GO:BP,GO:0072210,metanephric nephron development,1.0,False,"""The process whose specific outcome is the progression of a nephron in the metanephros over time, from its formation to the mature structure. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]",38,229,2,24936,0.008733624454148471,0.05263157894736842,query_1,"['GO:0001656', 'GO:0072006']"
GO:BP,GO:0072207,metanephric epithelium development,1.0,False,"""The process whose specific outcome is the progression of an epithelium in the metanephros over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]",28,229,1,24936,0.004366812227074236,0.03571428571428571,query_1,"['GO:0001656', 'GO:0072073']"
GO:BP,GO:0072205,metanephric collecting duct development,1.0,False,"""The process whose specific outcome is the progression of a collecting duct in the metanephros over time, from its formation to the mature structure. The collecting duct responds to vasopressin and aldosterone to regulate water, electrolyte and acid-base balance. The collecting duct is the final common path through which urine flows before entering the ureter and then emptying into the bladder."" [GOC:mtg_kidney_jan10]",8,229,1,24936,0.004366812227074236,0.125,query_1,"['GO:0001656', 'GO:0072044']"
GO:BP,GO:0072203,cell proliferation involved in metanephros development,1.0,False,"""The multiplication or reproduction of cells, resulting in the expansion of the population in the metanephros."" [GOC:mtg_kidney_jan10]",8,229,1,24936,0.004366812227074236,0.125,query_1,"['GO:0001656', 'GO:0072111']"
GO:BP,GO:0072201,negative regulation of mesenchymal cell proliferation,1.0,False,"""Any process that decreases the frequency, rate or extent of mesenchymal cell proliferation. A mesenchymal cell is a cell that normally gives rise to other cells that are organized as three-dimensional masses, rather than sheets."" [GOC:mtg_kidney_jan10]",7,229,1,24936,0.004366812227074236,0.14285714285714285,query_1,"['GO:0008285', 'GO:0010463', 'GO:0010464']"
GO:BP,GO:0072177,mesonephric duct development,1.0,False,"""The process whose specific outcome is the progression of a mesonephric duct over time, from its initial formation to a mature structure. A mesonephric duct is a tube drains the mesonephros."" [GOC:mtg_kidney_jan10]",12,229,1,24936,0.004366812227074236,0.08333333333333333,query_1,"['GO:0072164', 'GO:0072176']"
GO:BP,GO:0072176,nephric duct development,1.0,False,"""The process whose specific outcome is the progression of a nephric duct over time, from its initial formation to a mature structure. A nephric duct is a tube that drains a primitive kidney."" [GOC:mtg_kidney_jan10]",17,229,1,24936,0.004366812227074236,0.058823529411764705,query_1,"['GO:0035295', 'GO:0072073']"
GO:BP,GO:0072175,epithelial tube formation,1.0,False,"""The developmental process pertaining to the initial formation of an epithelial tube."" [GOC:mtg_kidney_jan10]",148,229,1,24936,0.004366812227074236,0.006756756756756757,query_1,"['GO:0035148', 'GO:0060562']"
GO:BP,GO:0072173,metanephric tubule morphogenesis,1.0,False,"""The process in which the anatomical structures of a metanephric tubule are generated and organized from an epithelium. A metanephric tubule is an epithelial tube that is part of the metanephros."" [GOC:mtg_kidney_jan10]",9,229,1,24936,0.004366812227074236,0.1111111111111111,query_1,"['GO:0060562', 'GO:0072170']"
GO:BP,GO:0072344,rescue of stalled cytosolic ribosome,1.0,False,"""A process of cytosolic translational elongation that takes place when a cytosolic ribosome has stalled during translation, and results in freeing the ribosome from the stalled translation complex."" [GOC:jh2, GOC:mah, PMID:18557701, PMID:19170872, PMID:20117091, PMID:20185543]",35,229,1,24936,0.004366812227074236,0.02857142857142857,query_1,"['GO:0002182', 'GO:0032790']"
GO:BP,GO:0072337,modified amino acid transport,1.0,False,"""The directed movement of modified amino acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]",38,229,1,24936,0.004366812227074236,0.02631578947368421,query_1,['GO:0071705']
GO:BP,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,1.0,False,"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, and ends when the execution phase of apoptosis is triggered."" [GOC:mah, GOC:mtg_apoptosis]",75,229,1,24936,0.004366812227074236,0.013333333333333334,query_1,"['GO:0072331', 'GO:0097193']"
GO:BP,GO:0072331,signal transduction by p53 class mediator,1.0,False,"""An intracellular signaling process that is induced by the cell cycle regulator phosphoprotein p53 or an equivalent protein."" [GOC:mah]",137,229,4,24936,0.017467248908296942,0.029197080291970802,query_1,['GO:0035556']
GO:BP,GO:0072330,monocarboxylic acid biosynthetic process,1.0,False,"""The chemical reactions and pathways resulting in the formation of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group."" [GOC:mah]",176,229,1,24936,0.004366812227074236,0.005681818181818182,query_1,"['GO:0032787', 'GO:0046394']"
GO:BP,GO:0072329,monocarboxylic acid catabolic process,1.0,False,"""The chemical reactions and pathways resulting in the breakdown of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group."" [GOC:mah]",103,229,1,24936,0.004366812227074236,0.009708737864077669,query_1,"['GO:0032787', 'GO:0046395']"
GO:BP,GO:0072319,vesicle uncoating,1.0,False,"""A protein depolymerization process that results in the disassembly of vesicle coat proteins."" [GOC:mah]",5,229,1,24936,0.004366812227074236,0.2,query_1,"['GO:0016192', 'GO:0051261']"
GO:BP,GO:0072318,clathrin coat disassembly,1.0,False,"""The disaggregation of a clathrin coat into its constituent components; results in stripping or removing the clathrin coat from clathrin-coated vesicles (CCV) before fusing with their targets. CVVs transport cargo from plasma membrane and trans-Golgi to the endosomal system."" [PMID:11084334, PMID:11146663, PMID:8524399]",4,229,1,24936,0.004366812227074236,0.25,query_1,['GO:0072319']
GO:BP,GO:0072303,positive regulation of glomerular metanephric mesangial cell proliferation,1.0,False,"""Any process that increases the frequency, rate or extent of metanephric glomerular mesangial cell proliferation."" [GOC:mtg_kidney_jan10]",1,229,1,24936,0.004366812227074236,1.0,query_1,"['GO:0072126', 'GO:0072262', 'GO:0072301']"
GO:BP,GO:0072301,regulation of metanephric glomerular mesangial cell proliferation,1.0,False,"""Any process that modulates the frequency, rate or extent of metanephric glomerular mesangial cell proliferation."" [GOC:mtg_kidney_jan10]",1,229,1,24936,0.004366812227074236,1.0,query_1,"['GO:0072124', 'GO:0072262']"
GO:BP,GO:0072287,metanephric distal tubule morphogenesis,1.0,False,"""The process in which the anatomical structures of a metanephric distal tubule are generated and organized. The metanephric distal tubule is a metanephric nephron tubule that begins at the macula densa and extends to the metanephric connecting tubule."" [GOC:mtg_kidney_jan10]",1,229,1,24936,0.004366812227074236,1.0,query_1,"['GO:0072156', 'GO:0072235', 'GO:0072282']"
GO:BP,GO:0072282,metanephric nephron tubule morphogenesis,1.0,False,"""The process in which the anatomical structures of a metanephric nephron tubule are generated and organized. A metanephric nephron tubule is an epithelial tube that is part of the metanephric nephron, the functional part of the metanephros."" [GOC:mtg_kidney_jan10]",7,229,1,24936,0.004366812227074236,0.14285714285714285,query_1,"['GO:0072078', 'GO:0072173', 'GO:0072234', 'GO:0072273']"
GO:BP,GO:0072273,metanephric nephron morphogenesis,1.0,False,"""The process in which the anatomical structures of the metanephric nephron are generated and organized. A metanephric nephron is the functional unit of the metanephros."" [GOC:mtg_kidney_jan10]",22,229,1,24936,0.004366812227074236,0.045454545454545456,query_1,"['GO:0003338', 'GO:0072028', 'GO:0072210']"
GO:BP,GO:0072262,metanephric glomerular mesangial cell proliferation involved in metanephros development,1.0,False,"""The multiplication or reproduction of glomerular mesangial cells in the metanephros, resulting in the expansion of the population."" [GOC:mtg_kidney_jan10]",2,229,1,24936,0.004366812227074236,0.5,query_1,"['GO:0072110', 'GO:0072203', 'GO:0072223']"
GO:BP,GO:0072243,metanephric nephron epithelium development,1.0,False,"""The process whose specific outcome is the progression of the metanephric nephron epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure. The metanephric nephron epithelium is a tissue that covers the surface of a nephron in the metanephros."" [GOC:mtg_kidney_jan10]",24,229,1,24936,0.004366812227074236,0.041666666666666664,query_1,"['GO:0072009', 'GO:0072207']"
GO:BP,GO:0072239,metanephric glomerulus vasculature development,1.0,False,"""The biological process whose specific outcome is the progression of a metanephric glomerulus vasculature from an initial condition to its mature state. This process begins with the formation of the metanephric glomerulus vasculature and ends with the mature structure. The metanephric glomerulus vasculature is composed of the tubule structures that carry blood or lymph in the metanephric glomerulus."" [GOC:mtg_kidney_jan10]",7,229,1,24936,0.004366812227074236,0.14285714285714285,query_1,"['GO:0072012', 'GO:0072224']"
GO:BP,GO:0072594,establishment of protein localization to organelle,1.0,False,"""The directed movement of a protein to a specific location on or in an organelle. Encompasses establishment of localization in the membrane or lumen of a membrane-bounded organelle."" [GOC:mah]",308,229,5,24936,0.021834061135371178,0.016233766233766232,query_1,['GO:0045184']
GO:BP,GO:0072593,reactive oxygen species metabolic process,1.0,False,"""The chemical reactions and pathways involving a reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen. They contribute to the microbicidal activity of phagocytes, regulation of signal transduction and gene expression, and the oxidative damage to biopolymers."" [GOC:mah]",192,229,1,24936,0.004366812227074236,0.005208333333333333,query_1,['GO:0008152']
GO:BP,GO:0072578,neurotransmitter-gated ion channel clustering,1.0,False,"""The receptor clustering process in which neurotransmitter-gated ion channels are localized to distinct domains in the cell membrane."" [GOC:dsf, PMID:20843816]",19,229,2,24936,0.008733624454148471,0.10526315789473684,query_1,"['GO:0043113', 'GO:0050808']"
GO:BP,GO:0072577,endothelial cell apoptotic process,1.0,False,"""Any apoptotic process in an endothelial cell. An endothelial cell comprises the outermost layer or lining of anatomical structures and can be squamous or cuboidal."" [CL:0000115, GOC:BHF, GOC:mah, GOC:mtg_apoptosis]",54,229,1,24936,0.004366812227074236,0.018518518518518517,query_1,['GO:0006915']
GO:BP,GO:0072574,hepatocyte proliferation,1.0,False,"""The multiplication or reproduction of hepatocytes, resulting in the expansion of a cell population. Hepatocytes form the main structural component of the liver. They are specialized epithelial cells that are organized into interconnected plates called lobules."" [CL:0000182, GOC:BHF, GOC:mah]",21,229,1,24936,0.004366812227074236,0.047619047619047616,query_1,['GO:0050673']
GO:BP,GO:0072530,purine-containing compound transmembrane transport,1.0,False,"""The process in which a purine-containing compound is transported across a membrane. A purine-containing compound is any compound that contains purine or a formal derivative thereof."" [GOC:mah]",30,229,1,24936,0.004366812227074236,0.03333333333333333,query_1,"['GO:0055085', 'GO:0071705']"
GO:BP,GO:0072526,pyridine-containing compound catabolic process,1.0,False,"""The chemical reactions and pathways resulting in the breakdown of a pyridine-containing compound, i.e. any compound that contains pyridine or a formal derivative thereof."" [GOC:mah]",108,229,1,24936,0.004366812227074236,0.009259259259259259,query_1,"['GO:0009056', 'GO:0072524']"
GO:BP,GO:0072524,pyridine-containing compound metabolic process,1.0,False,"""The chemical reactions and pathways involving a pyridine-containing compound, i.e. any compound that contains pyridine or a formal derivative thereof."" [GOC:mah]",168,229,1,24936,0.004366812227074236,0.005952380952380952,query_1,['GO:0008152']
GO:BP,GO:0072523,purine-containing compound catabolic process,1.0,False,"""The chemical reactions and pathways resulting in the breakdown of a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."" [GOC:mah]",160,229,1,24936,0.004366812227074236,0.00625,query_1,"['GO:0009056', 'GO:0072521']"
GO:BP,GO:0072522,purine-containing compound biosynthetic process,1.0,False,"""The chemical reactions and pathways resulting in the formation of a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."" [GOC:mah]",224,229,6,24936,0.026200873362445413,0.026785714285714284,query_1,"['GO:0009058', 'GO:0072521']"
GO:BP,GO:0072521,purine-containing compound metabolic process,1.0,False,"""The chemical reactions and pathways involving a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."" [GOC:mah]",514,229,7,24936,0.03056768558951965,0.013618677042801557,query_1,['GO:0008152']
GO:BP,GO:0072488,ammonium transmembrane transport,1.0,False,"""The process in which ammonium is transported across a membrane. Ammonium is the cation NH4+."" [GOC:mah]",11,229,1,24936,0.004366812227074236,0.09090909090909091,query_1,"['GO:0055085', 'GO:0071705']"
GO:BP,GO:0072384,organelle transport along microtubule,1.0,False,"""The directed movement of an organelle along a microtubule, mediated by motor proteins. This process begins with the attachment of an organelle to a microtubule, and ends when the organelle reaches its final destination."" [GOC:mah]",71,229,2,24936,0.008733624454148471,0.028169014084507043,query_1,"['GO:0010970', 'GO:0051656']"
GO:BP,GO:0072348,sulfur compound transport,1.0,False,"""The directed movement of compounds that contain sulfur, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]",59,229,1,24936,0.004366812227074236,0.01694915254237288,query_1,['GO:0006810']
GO:BP,GO:0072347,response to anesthetic,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an anesthetic stimulus. An anesthetic is a substance that causes loss of feeling, awareness, or sensation."" [GOC:sart]",4,229,1,24936,0.004366812227074236,0.25,query_1,['GO:0042221']
GO:BP,GO:0001818,negative regulation of cytokine production,1.0,False,"""Any process that stops, prevents, or reduces the rate of production of a cytokine."" [GOC:add, ISBN:0781735149]",259,229,5,24936,0.021834061135371178,0.019305019305019305,query_1,"['GO:0001816', 'GO:0001817', 'GO:0010629', 'GO:0051241']"
GO:BP,GO:0001817,regulation of cytokine production,1.0,False,"""Any process that modulates the frequency, rate, or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]",674,229,11,24936,0.048034934497816595,0.016320474777448073,query_1,"['GO:0001816', 'GO:0010468', 'GO:0051239']"
GO:BP,GO:0001816,cytokine production,1.0,False,"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]",679,229,11,24936,0.048034934497816595,0.016200294550810016,query_1,"['GO:0010467', 'GO:0032501']"
GO:BP,GO:0001783,B cell apoptotic process,1.0,False,"""Any apoptotic process in a B cell, a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [CL:0000236, GOC:add, GOC:mtg_apoptosis, ISBN:0781735149]",44,229,1,24936,0.004366812227074236,0.022727272727272728,query_1,['GO:0070227']
GO:BP,GO:0001780,neutrophil homeostasis,1.0,False,"""The process of regulating the proliferation and elimination of neutrophils such that the total number of neutrophils within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, GOC:pr, PMID:12752675, PMID:12960266]",27,229,1,24936,0.004366812227074236,0.037037037037037035,query_1,"['GO:0001776', 'GO:0002262']"
GO:BP,GO:0001779,natural killer cell differentiation,1.0,False,"""The process in which a relatively unspecialized cell acquires the specialized features of a natural killer cell."" [GOC:add, ISBN:0781735149]",29,229,1,24936,0.004366812227074236,0.034482758620689655,query_1,"['GO:0030098', 'GO:0030101']"
GO:BP,GO:0001778,plasma membrane repair,1.0,False,"""The resealing of a cell plasma membrane after cellular wounding due to, for instance, mechanical stress."" [GOC:add, PMID:12925704]",31,229,1,24936,0.004366812227074236,0.03225806451612903,query_1,"['GO:0007009', 'GO:0042060']"
GO:BP,GO:0001776,leukocyte homeostasis,1.0,False,"""The process of regulating the proliferation and elimination of cells of the immune system such that the total number of cells of a particular cell type within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, ISBN:0781735149]",129,229,1,24936,0.004366812227074236,0.007751937984496124,query_1,"['GO:0002376', 'GO:0048872']"
GO:BP,GO:0001775,cell activation,1.0,False,"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]",1036,229,15,24936,0.06550218340611354,0.01447876447876448,query_1,"['GO:0009987', 'GO:0032501']"
GO:BP,GO:0001774,microglial cell activation,1.0,False,"""The change in morphology and behavior of a microglial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, PMID:10626665, PMID:10695728, PMID:12580336, PMID:9893949]",35,229,1,24936,0.004366812227074236,0.02857142857142857,query_1,"['GO:0002269', 'GO:0042116', 'GO:0061900']"
GO:BP,GO:0001773,myeloid dendritic cell activation,1.0,False,"""The change in morphology and behavior of a dendritic cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]",35,229,1,24936,0.004366812227074236,0.02857142857142857,query_1,['GO:0002274']
GO:BP,GO:0001771,immunological synapse formation,1.0,False,"""The formation of an area of close contact between a lymphocyte (T-, B-, or natural killer cell) and a target cell through the clustering of particular signaling and adhesion molecules and their associated membrane rafts on both the lymphocyte and target cell, which facilitates activation of the lymphocyte, transfer of membrane from the target cell to the lymphocyte, and in some situations killing of the target cell through release of secretory granules and/or death-pathway ligand-receptor interaction."" [GOC:mgi_curators, PMID:11244041, PMID:11376330]",17,229,1,24936,0.004366812227074236,0.058823529411764705,query_1,"['GO:0009988', 'GO:0046649']"
GO:BP,GO:0001768,establishment of T cell polarity,1.0,False,"""The directed orientation of T cell signaling molecules and associated membrane rafts towards a chemokine gradient or a contact point with antigen presenting cell."" [GOC:mgi_curators, PMID:11244041, PMID:12615889]",14,229,1,24936,0.004366812227074236,0.07142857142857142,query_1,"['GO:0001767', 'GO:0042110']"
GO:BP,GO:0001767,establishment of lymphocyte polarity,1.0,False,"""The directed orientation of lymphocyte signaling molecules and associated membrane rafts towards a chemokine gradient or a contact point with an appropriate activating cell."" [GOC:mgi_curators, PMID:11244041, PMID:12615889]",14,229,1,24936,0.004366812227074236,0.07142857142857142,query_1,"['GO:0030010', 'GO:0046649']"
GO:BP,GO:0001764,neuron migration,1.0,False,"""The characteristic movement of an immature neuron from germinal zones to specific positions where they will reside as they mature."" [CL:0000540, GOC:go_curators]",189,229,7,24936,0.03056768558951965,0.037037037037037035,query_1,"['GO:0016477', 'GO:0048699']"
GO:BP,GO:0001763,morphogenesis of a branching structure,1.0,False,"""The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes."" [ISBN:0721662544]",219,229,2,24936,0.008733624454148471,0.0091324200913242,query_1,"['GO:0009653', 'GO:0032501']"
GO:BP,GO:0080164,regulation of nitric oxide metabolic process,1.0,False,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitric oxide, nitrogen monoxide (NO), a colorless gas only slightly soluble in water."" [GOC:DHL]",49,229,1,24936,0.004366812227074236,0.02040816326530612,query_1,"['GO:0019222', 'GO:0046209']"
GO:BP,GO:0080154,regulation of fertilization,1.0,False,"""Any process that modulates the rate, frequency or extent of fertilization. Fertilization is the union of gametes of opposite sexes during the process of sexual reproduction to form a zygote. It involves the fusion of the gametic nuclei (karyogamy) and cytoplasm (plasmogamy)."" [GOC:DHL, PMID:20478994]",16,229,1,24936,0.004366812227074236,0.0625,query_1,"['GO:0009566', 'GO:2000241']"
